CREATE_FOLDER_____,CREATE_THREAD_____,DEVICE_ACCESS_____,FS_ACCESS____,FS_ACCESS(CREATE)____,FS_ACCESS(READ)____,__arm_nr_set_tls,_llseek,access,clock_gettime,clone,close,epoll_wait,fcntl64,fstat64,getpid,getpriority,gettid,gettimeofday,getuid32,ioctl,lseek,lstat64,madvise,mkdir,mmap2,mprotect,munmap,open,prctl,pread64,pwrite64,read,recvfrom,setpriority,sigaltstack,sigprocmask,stat64,write,writev,Class
8,81,36,78,29,1764,81,6,792,21974,81,2269,2664,438,2352,978,637,474,1126,969,2039,108,231,2616,8,475,644,296,2126,172,95,128,32152,976,91,116,371,174,1516,1227,0
13,75,16,108,27,68,75,224,329,22309,75,387,1588,615,635,1128,151,147,1471,1086,3082,8,79,549,16,420,1084,247,315,187,248,146,28096,2577,99,105,498,333,886,164,4
3,17,2,21,3,25,17,6,11,1107,17,65,43,10,53,58,56,32,174,67,198,8,7,113,3,114,369,40,59,101,18,0,59,34,14,21,118,27,99,24,0
15,77,25,340,23,1217,77,93,125,16738,77,1480,3189,396,1473,1303,119,613,11466,1332,1323,809,63,466,19,502,571,262,1645,204,86,116,6056,1594,64,89,433,129,2780,78,4
4,34,3,44,8,47,38,6,58,831,34,347,133,41,66,124,99,68,70,158,392,8,14,305,8,372,406,197,121,121,97,0,116,64,37,57,310,114,211,58,0
3,9,2,3,3,8,9,6,8,56,9,20,12,5,10,15,18,23,4,29,52,8,5,40,3,58,51,28,26,91,24,0,18,0,6,10,41,21,36,2,2
2,13,3,9,2,15,13,6,5,1227,13,37,556,11,11,91,31,27,6,106,200,8,3,77,2,88,154,25,37,93,15,0,229,796,10,15,73,21,269,149,2
0,11,2,4,1,9,11,6,6,66,11,25,21,10,14,32,24,31,11,42,68,8,4,45,0,41,97,5,25,93,1,0,30,4,10,12,1,16,44,8,1
3,9,2,3,3,8,9,6,8,62,9,20,13,5,10,15,19,23,4,29,47,8,5,36,3,58,51,28,26,91,24,0,19,0,6,10,41,21,39,3,2
6,39,17,47,5,871,39,144,39,130485,39,984,22753,92,976,18834,52,281,1261,18824,374,39,20,311,6,277,421,117,960,140,17,1,5089,796,41,43,227,72,2103,133,2
5,41,21,45,4,782,41,150,22,145711,41,905,24826,98,918,20581,53,290,1635,20571,935,40,13,322,5,301,398,141,874,151,19,1,6932,1142,43,47,227,48,3256,165,2
3,25,4,9,2,14,25,34,18,475,25,27,72,69,31,36,32,177,10,40,95,37,10,1028,3,1020,305,14,40,1039,9,0,102,0,26,26,21,19,109,31,2
2,12,2,4,2,10,12,6,23,88,12,22,31,5,9,36,41,28,19,53,211,10,39,47,2,44,138,5,27,94,1,0,599,2,11,13,1,30,81,3,1
3,22,2,4,3,10,22,6,13902,5760,22,39,64,28,33,69,55,54,69,27865,90830,10,12,360,3,78,218,12,37,104,5,0,614,20,26,24,2,54,121,29560,1
2,10,2,16,2,14,10,6,5,145,10,39,22,7,15,32,28,26,4,43,100,8,3,75,2,92,255,22,42,92,18,0,27,16,7,10,107,17,56,28,2
3,10,2,3,2,8,10,6,5,41,10,22,16,5,10,17,21,23,11,33,44,8,3,33,3,36,31,0,23,90,1,0,19,0,7,10,0,19,39,0,3
0,74,43,201,40,28,74,15,559,3070,74,582,387,1450,1120,350,304,124,1723,376,2566,22,126,319,0,391,343,325,373,168,499,0,709,5,75,130,56,710,952,676,3
2,14,2,20,2,16,14,6,5,1789,14,91,298,22,20,252,111,33,20,259,557,10,3,129,2,251,436,179,48,108,139,0,670,231,11,17,553,49,322,51,1
2,13,3,15,2,15,13,6,5,660,13,59,136,13,15,123,78,39,55,160,410,10,3,103,2,119,178,39,44,98,25,0,638,108,15,13,96,49,206,42,1
3,9,2,3,3,8,9,6,8,61,9,20,12,5,10,15,18,23,4,29,48,8,5,37,3,58,52,28,26,91,24,0,18,0,6,10,41,21,36,3,2
4,36,16,35,2,666,36,6,25,129467,36,744,22584,93,695,18851,42,269,1210,18837,241,32,10,245,4,265,273,109,732,138,15,0,3626,774,39,39,131,24,1937,29,2
3,9,2,3,3,8,9,6,8,57,9,20,12,5,10,15,20,23,4,29,49,8,5,36,3,58,51,28,26,91,24,0,18,0,6,10,41,21,40,3,2
6,34,9,27,9,19,34,6,52,824,34,74,126,204,92,109,56,192,116,95,220,32,11,152,8,166,294,69,78,119,52,60,86,49,37,42,88,54,176,167,3
2,11,3,8,2,14,11,6,9,2045,11,33,858,8,7,242,25,25,591,257,162,8,3,66,2,98,123,42,35,91,31,0,406,775,8,13,200,21,432,7,2
3,9,2,3,3,8,9,6,12,59,9,22,12,5,14,15,18,23,6,29,50,8,7,36,3,58,57,28,28,91,24,0,18,0,6,10,41,25,38,3,2
2,10,2,8,2,15,10,6,7,1246,10,41,496,15,8,68,27,27,11,71,172,8,3,74,2,125,192,70,35,92,57,0,217,784,8,11,210,16,239,32,4
7,26,5,23,6,17,26,9,69,737,26,93,114,40,58,136,71,54,38,139,400,14,30,178,9,203,260,130,70,129,45,0,66,106,30,41,184,66,157,130,3
10,102,89,183,26,536,110,315,603,3820,102,1565,500,629,871,256,239,376,978,306,1628,346,250,1100,18,1239,1608,566,1065,279,175,131,1873,76,110,161,265,621,1030,580,3
3,9,3,14,3,14,9,6,15,508,9,50,71,29,27,73,75,24,36,88,211,8,3,97,3,166,204,103,43,96,98,0,41,49,6,9,498,30,187,29,0
3,14,2,14,3,16,14,12,10,427,14,57,75,8,15,67,50,33,63,112,446,8,4,126,3,124,167,55,44,99,27,0,44,41,11,16,72,43,125,31,1
0,92,46,713,48,7415,94,34,591,3875,92,8641,858,1388,8405,282,212,293,1232,314,1787,85,19006,634,5,514,2078,237,8288,183,397,290,15768,783,104,131,107,492,825,771,3
3,13,3,16,3,16,13,36,15,317,13,42,56,7,33,49,39,31,7,61,192,14,6,98,3,105,198,41,49,97,20,0,79,44,10,17,134,29,92,12,2
3,9,2,8,3,15,9,6,8,695,9,32,162,7,8,102,34,23,73,116,264,10,4,76,3,92,120,39,37,93,28,0,234,152,6,10,114,21,136,12,0
2,17,1,42,3,2,2,3,1,1485,17,46,255,0,1,183,615,11,41,232,1663,2,0,18,2,57,79,48,50,3,45,0,326,396,6,2,113,20,1415,5,2
3,22,2,4,3,10,22,6,14288,5773,22,37,64,28,31,69,54,52,69,28637,93786,10,12,378,3,78,233,12,37,104,5,0,614,20,24,24,2,54,119,31308,1
13,121,23,243,58,166,121,165,572,4456,121,940,332,1954,1380,448,218,202,1693,365,945,12,76,666,14,574,968,426,620,230,521,374,1181,131,155,209,460,649,980,204,4
3,12,9,72,22,11,12,6,127,240,12,133,63,564,330,63,39,32,474,72,297,10,3,55,3,57,157,18,123,92,163,85,606,1,10,13,1,180,89,80,1
0,8,2,3,1,8,8,6,3,13,8,18,4,5,6,9,12,21,3,21,29,8,3,29,0,32,23,2,22,90,1,0,16,0,5,8,0,11,22,0,1
2,10,2,16,2,14,10,6,5,137,10,38,20,7,15,30,28,26,4,42,91,8,3,75,2,91,260,22,42,92,18,0,26,15,7,10,100,17,54,26,2
10,55,297,241,174,898,55,6,290,296506,55,2104,53605,2356,1816,36465,104,2954,10070,36299,5950,234,60,988,13,1289,793,1063,1661,557,361,1491,11545,6196,64,65,755,415,7746,167,4
3,10,2,16,2,15,10,6,73,2625,10,79,1037,35,37,399,124,55,19,441,1149,10,3,153,3,107,289,39,44,92,29,0,722,895,35,10,170,79,431,33,1
3,9,2,3,3,8,9,6,12,57,9,22,12,5,14,15,18,23,6,29,50,8,7,37,3,58,55,28,28,91,24,0,18,0,6,10,41,25,38,3,2
29,90,157,272,38,738,100,301,389,2555,90,1949,292,731,641,316,285,379,597,306,2161,677,338,1445,49,1498,2945,503,1295,284,149,155,10642,171,95,138,326,316,1680,1617,3
0,8,2,4,1,9,8,6,3,15,8,19,3,5,6,9,15,21,3,19,31,10,3,29,0,32,57,2,24,90,1,0,591,0,5,8,0,11,28,5,1
3,9,2,3,3,8,9,6,8,53,9,20,12,5,10,15,18,23,4,29,50,8,5,35,3,58,50,28,26,91,24,0,18,0,6,10,41,21,36,3,2
4,20,10,31,9,27,20,6,84,583,20,99,145,199,148,130,56,45,199,138,254,8,9,120,13,119,304,58,96,103,52,63,122,32,18,29,77,98,186,67,4
0,8,2,3,1,8,8,6,3,29,8,18,3,5,6,9,28,21,3,19,42,8,3,29,0,32,41,2,22,90,1,0,16,0,5,8,0,11,54,4,0
14,128,36,99,23,58,128,54,267,4837,128,368,349,617,556,336,229,338,513,329,1101,32,60,525,14,713,1295,571,295,214,353,241,333,176,141,218,811,263,721,240,4
16,62,121,265,78,64,62,6,515,2142,62,611,287,1887,1224,521,158,146,1753,352,1491,10,59,427,25,471,857,355,595,185,475,1068,13180,37,81,100,233,558,474,130,4
3,9,2,3,3,8,9,6,12,56,9,22,12,5,14,15,18,23,6,29,48,8,7,36,3,58,54,28,28,91,24,0,18,0,6,10,41,25,38,3,2
3,11,10,55,15,11,11,6,97,69,11,125,35,399,251,31,32,27,378,58,181,10,3,47,3,61,125,22,99,97,125,44,604,31,8,13,6,135,70,3,1
3,14,2,25,9,18,14,6,27,207,14,159,49,133,74,44,40,30,237,74,187,10,3,83,3,111,153,46,62,96,56,51,615,110,11,17,71,56,85,10,1
4,28,3,93,10,63,34,6,62,1068,28,544,144,55,81,153,110,69,60,167,429,8,14,359,10,396,370,158,188,114,57,0,141,119,33,46,324,105,258,66,0
0,8,24,32,5,10,8,9,60,146,8,98,51,219,146,40,32,21,138,54,306,14,15,44,1,70,48,36,81,91,56,30,37,0,5,8,0,72,107,4,3
3,9,2,3,3,8,9,6,12,57,9,22,12,5,14,15,18,23,6,29,49,8,7,37,3,58,55,28,28,91,24,0,18,0,6,10,41,25,38,3,2
3,10,2,4,3,9,10,6,8,94,10,24,13,6,12,24,19,25,7,34,75,8,5,42,3,58,82,28,28,92,20,0,20,1,7,12,30,21,37,16,2
5,40,18,56,11,872,40,6,46,32135,40,1007,3874,257,851,2011,93,527,1906,1968,2535,86,28,226,5,247,320,92,974,123,31,51,3060,2933,44,45,229,88,1122,202,3
6,38,35,64,10,717,39,54,54,13574,38,810,2006,291,733,707,64,407,564,697,246,216,28,491,7,432,592,164,850,156,42,35,2368,66,43,42,92,103,799,169,4
0,1,0,50,1,656,2,0,9,1,1,697,0,3,652,2,0,11,1,1,0,0,0,26,1,27,16,5,709,0,0,0,1028,0,0,2,20,0,1,99,3
2,10,2,16,2,15,10,6,5,1705,10,82,626,17,16,159,68,27,9,158,9959,8,3,99,2,128,251,61,44,90,43,0,246,890,8,10,276,31,362,50,2
3,10,2,16,2,15,10,6,71,2590,10,78,1027,34,36,395,124,54,19,436,1118,10,3,150,3,107,286,39,44,92,29,0,718,890,34,10,170,77,428,33,1
2,11,2,16,2,15,11,6,5,2080,11,86,692,17,16,231,96,31,9,228,9865,8,3,115,2,133,258,63,44,91,43,0,272,932,9,11,284,31,446,51,2
6,46,6,43,6,517,46,6,60,5789,46,609,1083,192,570,456,81,271,372,427,428,84,20,241,6,271,326,114,589,131,30,6,1437,159,48,58,255,93,531,44,3
2,11,2,16,2,14,11,6,5,137,11,38,20,7,15,31,30,30,4,43,97,8,3,79,2,94,265,22,42,93,18,0,26,15,8,11,111,17,59,26,2
3,34,9,31,2,547,34,6,22,41368,34,601,8057,93,562,4517,34,248,1128,4503,200,32,10,183,3,201,193,55,599,117,9,0,3195,775,37,36,307,21,1746,30,3
5,23,6,28,12,21,23,6,57,622,23,82,89,195,130,95,77,54,253,109,285,8,8,124,5,160,247,87,81,105,87,81,70,96,25,31,146,68,151,33,1
5,38,36,49,4,1061,38,56,22,171430,38,1226,33668,91,1180,31327,52,314,1343,31311,1559,42,13,356,5,344,456,178,1171,157,29,1,9031,816,41,40,261,55,2766,89,2
3,47,6,52,17,11,47,6,87,286,47,94,28,386,234,37,68,62,355,60,259,10,3,151,3,153,206,120,94,129,112,84,597,0,44,85,38,133,70,5,1
3,25,4,9,2,14,25,36,18,494,25,27,64,69,31,36,30,177,10,40,84,37,10,1063,3,1050,293,14,40,1069,9,0,95,0,26,26,21,19,100,30,2
5,35,21,42,4,700,35,34,22,113421,35,795,19302,87,759,15350,65,281,1596,15339,839,39,13,333,5,276,807,120,782,138,19,1,7913,1142,37,36,236,38,3059,87,2
2,10,2,16,2,14,10,6,5,143,10,38,20,7,15,30,28,26,4,42,93,8,3,75,2,91,263,22,42,92,18,0,26,15,7,10,112,17,54,29,2
3,17,2,21,3,25,17,6,11,2111,17,65,42,10,53,57,55,32,174,66,198,8,7,122,3,114,596,40,59,101,18,0,58,34,14,21,129,27,97,26,0
3,10,2,16,2,15,10,6,75,2557,10,79,1027,35,37,390,128,56,19,431,1133,10,3,150,3,107,265,39,44,92,29,0,718,880,36,10,170,81,435,32,1
2,10,3,12,2,30,10,6,5,1230,10,64,545,23,65,91,28,24,21,106,213,8,3,69,2,79,160,25,55,90,15,0,257,799,7,12,73,21,270,101,2
5,26,4,34,7,18,26,6,62,7297,26,97,1305,140,106,752,71,51,223,756,1824,8,22,162,5,295,711,194,83,110,199,62,367,1275,24,31,677,79,724,65,4
10,41,8,46,6,691,41,36,47,11680,41,764,2182,223,757,884,48,286,840,865,189,89,27,242,15,249,339,83,768,133,11,16,2087,29,47,44,48,63,646,86,0
10,78,30,43,4,71,79,54,128,781,78,152,139,156,83,129,104,252,74,134,497,138,39,438,13,450,1721,181,177,181,15,0,228,21,80,116,74,119,375,100,3
1,57,12,56,13,37,58,12,181,970,57,258,142,381,231,140,90,225,327,129,498,31,54,284,2,236,407,102,133,148,72,60,705,6,60,80,38,190,159,794,3
6,27,5,20,2,17,27,6,27,8851,27,50,2058,75,29,1256,115,181,9,1289,3307,32,10,142,6,146,337,38,54,109,27,0,622,2494,28,28,162,22,1170,441,3
2,13,3,9,2,15,13,6,5,1232,13,37,521,11,11,88,26,27,5,101,191,8,3,93,2,91,181,31,37,95,16,0,225,796,10,16,35,17,256,150,2
29,92,160,292,44,568,102,301,443,2635,92,1835,302,878,682,307,250,343,709,316,2293,681,338,1478,49,1510,3011,514,1153,283,189,185,10434,162,95,142,328,375,1736,1696,3
6,46,6,54,7,697,46,28,48,10112,46,887,1614,262,813,895,198,275,373,854,1712,84,23,278,7,379,502,214,783,139,115,6,2226,1260,49,55,574,97,1192,799,3
3,10,2,3,2,8,10,6,5,41,10,22,16,5,10,17,21,23,11,33,47,8,3,33,3,36,31,0,23,90,1,0,19,0,7,10,0,19,39,0,3
9,22,31,57,11,229,26,63,126,238,22,470,64,56,83,59,64,59,82,129,335,130,56,331,13,350,791,107,363,124,10,0,377,0,20,35,30,169,277,35,3
3,12,3,16,3,16,12,42,15,385,12,42,57,7,33,48,38,27,7,60,187,14,6,106,3,101,238,40,49,95,20,0,85,44,9,16,145,29,90,16,2
0,12,3,5,1,12,12,12,25,58,12,26,3,13,14,20,19,27,13,23,69,14,21,61,0,61,115,27,30,104,4,0,38,0,9,16,4,25,30,12,3
3,17,2,21,3,25,17,6,11,1350,17,65,57,10,53,64,55,32,174,73,223,8,7,114,3,114,424,40,59,101,18,0,60,62,14,21,155,27,112,24,0
3,10,2,16,2,15,10,6,75,2538,10,79,1015,35,37,390,127,56,19,431,1138,10,3,154,3,107,263,39,44,92,29,0,723,879,36,10,170,81,437,32,1
6,34,9,27,9,19,34,6,52,825,34,74,137,204,92,110,60,192,116,96,220,32,11,151,8,166,302,69,78,119,52,60,84,42,37,42,88,54,179,167,3
0,15,2,4,1,10,15,6,26,70,15,25,11,13,14,24,19,31,29,30,76,8,23,66,0,63,124,24,26,105,3,0,34,0,13,19,4,19,27,74,3
5,38,36,49,4,1054,38,56,22,167217,38,1219,32116,91,1173,29983,51,314,1352,29967,1554,42,13,338,5,337,447,171,1164,150,29,1,8849,814,41,40,239,55,2719,198,2
3,9,2,3,3,8,9,6,12,59,9,22,12,5,14,15,18,23,6,29,49,8,7,37,3,58,57,28,28,91,24,0,18,0,6,10,41,25,38,3,2
1,57,12,56,13,37,58,12,181,981,57,258,147,381,231,139,91,225,327,128,492,31,54,279,2,236,406,102,133,148,72,60,711,6,60,80,38,190,165,802,3
3,9,2,3,3,8,9,6,12,61,9,22,12,5,14,15,18,23,6,29,49,8,7,36,3,58,54,28,28,91,24,0,18,0,6,10,41,25,38,3,2
5,38,21,44,4,736,38,34,22,118238,38,841,20018,105,804,15891,73,284,1612,15874,821,39,13,602,5,284,938,127,820,140,19,1,9165,1130,40,42,197,38,3387,149,2
3,9,2,3,3,8,9,6,8,59,9,20,12,5,10,15,20,23,4,29,55,8,5,36,3,58,52,28,26,91,24,0,18,0,6,10,41,21,40,3,2
3,12,2,10,3,35,12,6,6,167,12,73,27,41,106,37,35,28,39,54,159,10,4,64,3,42,149,6,59,92,1,0,645,7,9,14,2,33,64,171,1
2,9,2,15,2,14,9,6,7,1225,9,57,496,12,14,84,39,23,6,94,223,8,3,79,2,124,119,65,41,91,49,0,222,794,6,10,189,24,282,14,2
4,37,23,32,2,575,37,6,22,31540,37,672,5498,91,597,4345,57,267,601,4323,693,32,10,203,4,253,336,100,642,120,28,0,2005,455,40,41,193,30,871,41,2
2,10,3,8,2,14,10,6,9,1068,10,33,479,8,7,46,25,24,5,61,162,8,3,64,2,98,126,45,35,92,32,0,215,772,7,12,237,21,241,7,2
3,25,4,8,2,13,25,34,18,589,25,24,78,69,30,36,58,177,10,40,88,37,10,175,3,83,347,13,37,107,9,0,107,0,26,26,21,19,107,59,2
14,45,101,159,40,117,46,306,280,1612,45,464,182,874,701,330,106,104,1137,247,908,119,45,448,16,465,1076,241,484,179,198,391,637,12,59,68,171,311,443,109,4
2,8,2,3,2,8,8,6,3,54,8,18,3,5,6,10,15,22,4,23,38,8,3,39,2,44,118,13,23,88,15,0,16,0,5,8,36,15,28,27,2
16,29,10,117,17,55,29,64,189,746,29,244,110,551,436,147,58,73,442,169,251,14,27,186,20,162,472,60,233,120,116,115,355,16,35,37,67,194,202,16,4
2,10,2,16,2,14,10,6,5,137,10,38,20,7,15,30,28,26,4,42,96,8,3,75,2,91,257,22,42,92,18,0,26,15,7,10,101,17,54,27,2
2,11,2,21,2,14,11,6,7,72,11,43,25,6,20,28,27,28,5,42,100,8,3,78,2,94,90,33,47,94,13,0,28,8,8,13,91,20,59,3,0
5,36,16,42,4,752,36,34,22,114733,36,835,20162,87,804,15786,65,282,1267,15774,272,39,13,402,5,258,879,100,829,131,16,1,8263,792,38,37,188,38,3069,90,2
13,90,28,81,9,1339,90,86,407,28589,90,1795,4402,454,1843,3747,390,373,1182,3746,2462,32,167,766,15,726,1597,515,1624,182,377,80,3500,921,127,130,550,388,1653,346,4
12,300,57,98,17,134,303,102,412,10169,300,687,2155,865,709,1872,436,833,754,1892,3277,2603,493,1772,16,1503,1739,452,577,427,211,60,1091,2112,312,350,710,308,1758,248,3
3,19,16,25,3,15,19,6,10,7872,19,91,4072,13,26,2037,83,47,992,2054,544,8,5,144,3,250,962,168,69,107,131,0,32,1669,19,23,419,32,166,340,4
3,21,2,8,3,16,21,6,30,40067,21,63,6727,16,18,4107,76,43,7828,4121,8256,10,7,158,3,151,254,82,42,103,44,0,2027,9431,21,29,230,86,2831,60,2
12,21,4,34,6,42,21,135,116,498,21,124,2,33,166,32,37,52,75,56,105,13,21,143,13,87,461,38,119,111,4,0,268,0,28,29,8,53,125,49,4
20,31,8,52,28,32,31,9,131,3287,31,173,261,103,204,216,135,70,172,471,979,52,21,261,25,290,489,184,178,127,134,34,214,311,32,41,334,61,586,81,0
6,39,17,43,5,726,39,144,39,135002,39,835,23583,92,831,19711,52,281,1260,19701,377,40,20,307,6,278,395,116,811,142,17,1,4745,800,41,43,218,72,2080,140,2
5,36,25,49,24,820,36,6,44,40800,36,988,6661,367,908,1569,32,497,2083,1547,229,108,25,273,5,310,285,150,935,162,6,136,4728,996,38,37,208,73,2474,22,3
53,34,26,76,5,90,35,384,203,3621,34,298,382,256,397,446,89,74,191,359,1034,128,29,451,62,401,8616,147,331,170,33,0,672,813,43,49,86,159,10753,237,4
7,26,10,31,7,25,26,6,49,750,26,87,110,157,113,133,57,69,176,162,303,8,6,135,10,175,371,79,85,112,77,31,109,95,38,31,166,82,130,33,4
3,22,2,4,3,10,22,6,14798,5513,22,46,63,12,51,69,55,54,61,29620,93792,10,23,433,3,79,201,13,48,104,6,0,614,16,26,24,2,65,126,33522,1
3,12,2,10,3,35,12,6,6,174,12,73,31,41,106,37,33,28,39,54,158,10,4,67,3,42,150,6,59,92,1,0,648,7,9,14,2,33,63,171,1
10,22,49,115,45,18,22,9,187,1362,22,270,149,811,459,444,117,49,861,175,6862,14,27,227,13,256,670,176,253,105,254,379,65,126,23,29,331,231,272,166,4
3,15,8,22,7,16,15,6,29,32879,15,132,230,204,149,171,40,34,57946,189,36746,8,3,883,3,100,237,35,62,97,38,47,146,297,13,18,56,54,226,290,1
2,9,2,14,2,14,9,6,5,137,9,35,26,9,13,33,30,26,5,47,100,8,3,78,2,90,99,30,40,93,21,0,26,12,7,9,88,19,54,12,0
2,10,2,16,2,14,10,6,5,138,10,38,20,7,15,30,29,26,4,42,102,8,3,75,2,91,253,22,42,92,18,0,26,13,7,10,109,17,56,25,2
2,9,2,3,2,10,9,32,5,72,9,18,3,5,17,10,16,23,7,23,38,13,3,47,2,39,126,9,25,91,5,0,54,0,6,10,9,17,28,5,2
3,9,2,3,3,8,9,6,12,59,9,22,12,5,14,15,18,23,6,29,50,8,7,37,3,58,56,28,28,91,24,0,18,0,6,10,41,25,38,3,2
5,36,25,48,24,784,36,6,44,40175,36,949,6532,363,872,1394,32,495,2083,1372,226,108,25,285,5,316,291,157,898,171,6,136,4749,989,38,37,208,72,2427,22,3
17,57,133,228,76,96,57,155,516,8813,57,704,1337,1524,1249,1025,161,111,1637,854,2648,13,97,443,19,469,1139,364,634,172,406,652,910,1197,67,91,287,536,1073,166,4
3,10,2,5,3,14,10,6,14,101,10,36,4,10,36,18,28,24,12,25,84,8,8,60,3,42,108,12,37,92,4,0,28,1,7,12,3,28,55,10,2
3,22,2,4,3,10,22,6,11101,6052,22,37,61,24,33,69,54,52,69,22257,108371,10,14,426,3,80,253,14,39,104,7,0,608,20,24,24,2,56,116,147,1
2,10,2,16,2,15,10,6,5,2405,10,86,756,17,16,259,92,27,9,256,10018,8,3,112,2,132,257,65,44,92,43,0,294,1027,8,10,285,31,475,45,2
5,57,17,119,28,968,59,6,150,63344,57,1495,10472,625,1200,9495,232,372,877,9586,1751,44,19,352,7,415,487,210,1152,151,203,180,4386,999,73,77,238,398,956,109,1
29,91,156,271,34,565,101,301,392,2476,91,1774,291,660,561,297,234,338,512,305,2049,679,336,1420,49,1507,2916,512,1115,283,137,125,9865,175,94,141,381,308,1654,1622,3
0,9,30,38,5,10,9,9,72,140,9,110,47,261,176,41,33,25,162,55,316,14,15,45,1,79,51,42,93,92,68,30,33,0,6,9,0,84,107,4,3
0,8,2,3,1,8,8,6,3,15,8,18,3,5,6,9,15,21,3,19,27,8,3,29,0,32,34,2,22,90,1,0,16,0,5,8,0,11,28,4,1
2,24,3,9,2,15,24,6,33,937,24,33,482,7,7,35,42,40,10,51,178,10,3,113,2,119,146,61,37,106,11,0,785,732,21,38,82,50,237,27,1
8,34,6,19,3,18,34,6,99,1519,34,61,138,85,57,86,78,188,71,97,1348,32,24,252,8,354,1059,254,68,120,215,0,98,15,35,44,796,52,165,8381,3
12,42,56,182,46,95,42,92,362,46812,42,506,2400,1007,802,2451,117,89,26351,2456,5162,200,66,325,13,326,954,186,469,146,239,436,1337,5185,55,57,100,355,1373,128,4
7,25,3,18,6,15,25,6,58,3388,25,146,808,63,59,331,141,52,60,331,780,8,23,182,9,251,292,184,63,112,102,0,311,1023,31,40,611,108,593,156,0
3,10,2,8,3,16,10,32,10,1056,10,34,465,8,20,43,25,24,6,54,147,13,4,72,3,80,152,27,38,90,16,0,252,776,7,12,108,20,240,64,2
3,29,5,11,2,23,29,6,20,656,29,47,149,72,58,91,56,182,20,95,194,34,10,94,3,112,203,42,51,111,25,0,685,2,30,34,69,25,181,28,1
2,13,3,15,2,15,13,6,5,735,13,59,145,13,15,129,78,39,55,166,429,10,3,102,2,119,178,39,44,98,25,0,645,128,15,13,96,49,217,43,1
3,10,2,8,3,16,10,32,10,1068,10,34,488,8,20,42,25,24,6,53,135,13,4,73,3,82,153,29,38,92,16,0,251,772,7,12,111,20,237,64,2
3,12,2,5,3,10,12,6,17,211,12,27,18,6,19,25,27,26,6,38,78,10,8,60,3,70,86,39,33,95,26,0,598,1,9,16,44,37,53,37,2
3,17,2,21,3,25,17,6,11,707,17,65,51,10,53,63,55,32,174,72,210,8,7,107,3,114,251,40,59,101,18,0,63,54,14,21,74,27,107,23,0
3,10,2,16,2,16,10,6,123,1715,10,177,602,452,143,130,114,53,278,164,393,10,3,173,3,85,225,18,45,92,11,0,916,864,34,10,103,71,519,21,1
2,12,3,15,2,15,12,6,5,755,12,59,146,13,15,128,77,35,53,162,435,10,3,105,2,116,176,39,44,97,25,0,646,133,14,12,96,49,213,42,1
6,59,11,117,20,143,65,6,142,2384,59,906,333,360,510,235,98,243,344,244,728,34,13,453,12,462,595,195,306,142,112,61,968,267,75,92,290,191,347,506,0
6,43,55,95,38,1014,43,6,51,106518,43,1341,12887,565,1195,6239,40,1444,6990,6167,7182,128,22,406,6,407,381,217,1219,185,68,284,6197,9959,45,44,273,151,3339,255,3
3,20,2,21,3,15,20,6,19,35743,20,81,1483,21,24,967,83,43,48,974,1909,8,5,222,3,160,181,86,51,106,43,0,316,1876,18,28,269,46,661,335,0
0,41,28,110,24,28,41,77,263,1384,41,202,175,865,504,120,70,212,451,174,488,41,67,320,0,171,375,68,217,124,198,219,207,0,46,53,36,250,185,197,3
2,13,3,9,2,15,13,6,5,1203,13,37,529,11,11,91,31,27,6,106,199,8,3,78,2,90,156,27,37,95,15,0,228,796,10,15,73,21,271,149,2
3,10,2,8,3,16,10,32,10,1051,10,34,467,8,20,43,22,24,6,54,150,13,4,69,3,80,151,27,38,90,16,0,252,775,7,12,105,20,235,62,2
0,36,24,36,5,20,36,9,93,710,36,115,132,298,170,96,52,201,169,100,380,15,26,138,0,152,249,61,97,126,53,30,93,3,38,42,22,91,161,35,3
2,16,1,42,3,2,1,3,1,1007,16,46,231,0,1,151,71,7,43,200,503,2,0,9,2,53,86,48,50,2,44,0,295,268,5,1,114,20,306,3,1
3,9,2,3,3,8,9,6,12,59,9,22,12,5,14,15,19,23,6,29,57,8,7,36,3,58,54,28,28,91,24,0,18,0,6,10,41,25,40,3,2
3,22,2,4,3,10,22,6,14661,5306,22,46,62,18,51,69,55,54,65,29339,93440,10,23,369,3,79,204,13,48,104,6,0,611,18,26,24,2,65,123,34872,1
4,24,6,17,5,18,26,6,36,131,24,161,7,16,31,22,34,48,16,34,117,8,8,144,6,132,183,61,61,109,8,0,57,1,23,39,22,37,44,33,0
5,36,21,43,4,745,36,40,22,112616,36,846,19175,93,818,15182,66,283,1602,15167,835,39,13,352,5,278,932,121,830,138,19,1,8957,1136,38,38,256,44,3517,89,2
11,49,50,124,15,70,50,59,166,12558,49,349,1829,524,340,1535,259,228,429,1480,4185,137,26,473,16,604,1685,345,284,215,244,34,999,2858,59,65,912,221,2185,207,3
3,12,2,5,3,10,12,6,15,120,12,25,18,6,16,25,28,26,6,37,78,10,7,56,3,71,90,41,32,94,28,0,604,1,9,16,44,35,52,35,2
0,22,6,14,3,20,22,15,54,1786,22,115,262,34,23,245,163,44,953,256,846,28,43,176,1,147,246,66,57,110,7,0,691,87,20,29,52,134,457,198,3
3,13,2,3,3,10,13,12,8,325,13,41,59,7,8,54,43,29,61,90,330,8,4,105,3,63,107,24,27,97,3,0,32,34,10,15,2,39,105,26,1
