getInstallerPackageName,_newselect,mprotect,getPackageInfo,CREATE_FOLDER_____,mkdir,pread64,munmap,statfs64,getActivityInfo,FS_ACCESS(READ)____,getApplicationInfo,rename,access,gettid,queryIntentServices,NETWORK_ACCESS____,stat64,open,lstat64,Class
0,0,178,2,2,2,31,45,0,0,35,0,0,9,29,0,0,21,61,3,2
0,23,698,1,4,4,109,152,0,3,40,0,10,42,39,0,0,81,83,24,4
0,0,81,0,2,2,44,48,0,0,2,5,0,1,7,0,1,20,50,0,1
0,0,407,4,7,7,81,457,0,4,1575,9,4,74,788,0,11,117,1865,36,0
0,0,55,1,0,0,1,2,0,0,9,0,0,3,21,0,0,11,24,3,1
0,0,179,5,4,4,71,58,1,0,16,0,1,35,36,1,0,54,65,5,4
0,0,146,1,3,3,1,6657,0,0,9,0,0,11,31,0,0,13,29,3,3
0,0,388,3,6,6,17,119,0,1,706,1,7,39,274,0,11,72,792,20,2
1,6,574,13,11,12,198,202,5,0,36,16,18,114,61,0,1,153,158,29,4
0,6564,2211,17,10,27,700,896,19,2,964,22,72,1053,439,0,56,971,1904,219,3
4,23,974,23,15,16,175,198,4,2,93,18,37,303,136,0,6,243,354,52,4
0,0,202,1,5,5,92,99,1,0,19,0,2,28,29,0,0,47,74,9,0
0,0,51,1,3,3,21,25,0,0,8,0,1,8,23,0,0,21,26,5,2
0,0,714,3554,14,13,103,290,0,2,91,16,41,197,285,0,8,238,222,72,0
0,160,2952,13,29,49,148,501,10,1,556,21,29,385,333,0,33,316,1111,338,3
0,0,258,1,2,2,43,65,0,0,15,0,0,5,31,0,0,31,44,3,2
0,168,3279,10,31,72,156,561,12,1,688,28,28,488,418,0,76,362,1350,371,3
0,0,175,2,3,3,28,48,0,0,20,0,0,8,26,0,0,17,43,4,2
0,2,944,6,0,0,57,61,1,0,29,3,0,106,50,0,0,96,83,29,4
0,0,148,2,3,3,4,5,0,0,10,1,0,6,27,0,0,21,30,3,3
0,0,240,3,3,5,34,78,2,1,31,1,0,20,40,0,0,33,80,4,0
0,0,2895,11,29,48,551,565,10,0,375,20,29,691,300,0,26,723,1147,146,3
0,0,209,1,3,3,7,26,0,0,10,0,20,10667,60,0,0,66,49,24,1
0,0,51,1,3,3,24,28,0,0,8,0,1,8,23,0,0,21,26,5,2
0,0,202,2,4,4,23,45,0,0,15,1,0,12,32,0,1,30,47,6,0
0,0,297,3,16,26,152,625,0,1,1164,1,3,73,735,0,11,110,1402,21,4
0,0,160,1,3,3,56,46,1,0,18,0,0,27,30,0,0,56,62,3,1
0,0,91,0,2,2,45,48,0,0,2,5,0,1,15,0,1,20,50,0,2
0,0,583,2,3,5,12,96,2,0,112,0,0,17,29,0,0,71,235,22,3
0,0,119,1,2,2,49,65,0,0,14,0,0,7,23,0,0,24,41,3,2
0,0,124,1,2,2,41,51,0,0,14,0,0,7,23,0,0,20,33,3,2
0,0,54,1,3,3,24,28,0,0,8,0,3,12,23,0,0,25,28,7,2
0,0,363,4,9,11,67,115,0,8,502,1,0,33,223,0,10,26,557,10,3
0,0,116,1,3,3,54,55,0,0,8,0,0,5,23,0,0,15,26,3,4
0,0,184,2,2,2,32,48,0,0,35,0,0,9,28,0,0,25,61,3,2
1,8,2096,26,9,21,780,533,4,10,88,65,41,650,174,24,10,791,848,73,4
0,0,403,3,5,5,19,140,0,1,782,1,1,22,290,0,11,48,874,13,2
0,0,93,2,3,3,1,2,0,0,8,1,0,4,21,0,0,11,23,3,3
0,0,728,2,4,4,148,156,1,2,680,0,4,1302,46,0,2,1932,743,9,4
0,0,236,4,0,0,53,61,1,0,20,7,2,92,187,0,10,88,97,26,3
0,0,245,1,0,6,56,46,2,0,387,1,0,72,49,0,5,125,479,17,3
1,0,294,3,3,3,65,92,0,2,16,73,11,417,43,0,0,45,52,18,3
0,0,63,1,3,3,30,37,0,0,10,0,2,10,24,0,0,30,31,6,2
0,0,425,3,5,5,19,137,0,1,748,1,1,22,283,0,10,48,835,13,2
0,0,55,1,0,0,1,2,0,0,9,0,0,3,21,0,0,11,24,3,1
0,0,259,1,3,3,29,39,0,0,15,0,0,75,56,0,0,81,44,3,1
0,0,86,1,3,3,20,27,0,0,10,0,3,12,24,0,0,33,32,7,2
0,0,52,1,3,3,24,28,0,0,8,0,1,8,23,0,0,21,26,5,2
0,0,56,1,0,0,1,2,0,0,9,0,0,3,21,0,0,11,24,3,1
0,0,196,3,5,6,46,99,0,0,18,1,2,51,46,0,0,63,63,11,0
0,0,258,4,5,5,52,121,0,0,15,10,6,65,58,0,0,65,64,21,0
0,0,344,1,9,10,75,72,2,2,15,0,4,35,26,1,0,40,61,14,4
0,0,134,1,2,2,1,5,0,0,10,0,0,13,28,0,0,26,27,19,1
0,0,26,1,0,1,2,9,0,0,9,1,0,8,21,0,0,17,27,15,3
1,5,338,10,8,8,192,163,1,0,25,16,16,202,51,3,1,263,272,23,4
0,0,90,2,3,3,28,41,0,0,10,0,2,15,26,0,0,35,32,7,2
0,0,55,1,3,3,24,28,0,0,8,0,3,12,23,0,0,25,28,7,2
0,0,177,1,2,2,16,31,0,0,15,0,0,5,27,0,0,17,37,3,2
0,0,186,2,3,3,18,40,0,0,25,2,0,11,36,0,0,27,59,7,0
0,0,288,9,3,4,98,50,1,1,98,1,0,154,193,0,9,158,636,62,3
0,0,294,2,9,11,104,123,1,0,18,0,0,44,33,0,2,53,70,4,4
0,0,4139,102,26,32,221,343,4,0,8670,52,27,721,253,0,12,571,9925,20218,3
0,0,87,1,0,2,70,48,1,0,10,0,0,76,21,0,0,86,95,16,3
0,0,161,3,4,4,46,59,0,1,15,1,3,20,24,0,0,32,44,8,4
0,0,1607,27,10,15,244,341,3,0,67,6,7,151,78,0,2,212,272,19,3
0,0,912,11,0,3,398,164,3,0,6339,14,0,699,245,0,24,897,7032,16104,3
0,160,3162,12,28,58,134,595,30,0,794,19,31,380,402,0,34,304,1473,341,3
0,0,2896,11,29,48,564,567,10,0,375,18,29,701,296,0,26,735,1154,146,3
0,0,295,3,3,3,9,14,0,1,14,1,0,18,177,0,8,19,40,10,2
2,14,602,8,11,12,149,164,2,2,49,7,15,153,64,0,3,145,194,23,4
0,0,199,5,5,5,34,18,1,1,12,1,0,41,178,0,8,42,54,10,4
0,0,58,1,3,3,31,35,0,0,8,0,3,12,23,0,0,25,28,7,2
7,6,2714,33,43,66,139,462,10,4,1863,10,3,219,668,0,11,2672,2273,67,3
0,0,207,1,3,3,6,25,0,0,10,0,13,14640,56,0,0,59,42,17,1
3,33,1181,19,15,22,299,261,3,4,78,9,21,291,156,2,8,335,338,47,4
0,0,2900,11,29,48,590,569,10,0,375,18,29,737,296,0,26,769,1168,146,3
0,0,55,1,3,3,24,28,0,0,8,0,3,12,23,0,0,25,28,7,2
0,0,273,1,2,2,18,22,0,0,14,0,0,5,30,0,0,17,42,3,2
0,0,59,1,0,0,11,11,1,0,9,0,0,20,26,0,0,23,30,5,3
0,0,202,1,3,3,6,25,0,0,10,0,13,14617,60,0,0,59,42,17,1
0,0,416,4,10,14,91,136,0,4,20,1,0,29,190,0,8,30,69,10,3
0,0,59,1,0,1,90,53,1,0,10,1,0,94,21,0,0,106,115,15,3
0,0,314,4,1,3,230,102,2,0,30,4,5,476,225,0,22,328,212,90,3
0,0,108,1,2,2,27,46,0,0,14,0,0,7,27,0,0,22,41,3,1
6,26,1119,43,13,23,59,513,8,2,159,8,34,267,729,0,16,181,353,65,4
0,0,265,1,0,0,44,82,2,0,36,1,1,68,34,0,1,114,106,46,3
0,0,304,1,3,3,43,81,0,0,16,0,3,28,38,0,0,84,42,7,2
0,0,271,3,6,6,15,58,0,1,591,1,2,46,263,0,11,70,658,13,2
0,0,298,3,5,5,202,102,1,1,632,1,3,171,276,0,11,231,816,14,1
0,0,609,17,11,12,51,323,4,0,1133,9,39,248,494,0,10,373,1400,96,4
0,0,55,1,3,3,24,28,0,0,8,0,3,12,23,0,0,25,28,7,2
0,0,457,16,10,13,141,276,0,6,1145,12,1,41,294,0,10,71,1258,16,0
0,0,147,1,2,2,40,62,0,0,16,0,0,5,32,0,0,25,38,3,1
0,0,399,4,5,6,48,75,0,1,18,1,0,23,185,0,9,34,56,10,3
0,160,2941,13,29,49,163,506,10,1,561,21,26,393,342,0,41,328,1127,335,3
0,0,274,3,4,4,15,106,0,1,705,1,0,33,261,0,11,24,780,10,2
0,0,181,2,2,2,31,45,0,0,35,0,0,9,29,0,0,25,61,3,2
0,0,56,1,0,0,1,2,0,0,9,0,0,3,21,0,0,11,24,3,1
0,0,136,2,2,2,1,5,0,0,10,0,0,3,23,0,0,25,30,3,1
0,0,55,1,3,3,24,28,0,0,8,0,3,12,23,0,0,25,28,7,2
0,0,75,1,2,2,32,34,0,0,8,0,0,5,23,0,0,16,23,3,2
0,0,241,1,3,3,29,39,0,0,15,0,0,75,56,0,0,81,44,3,1
0,0,214,1,4,4,6,72,0,0,60,0,0,12,74,8,0,149,94,4,3
0,0,269,3,6,6,28,47,1,1,576,1,2,55,243,0,10,81,657,16,2
0,0,161,1,3,3,56,46,1,0,18,0,0,27,30,0,0,56,62,3,1
0,0,55,1,3,3,24,28,0,0,8,0,3,12,23,0,0,25,28,7,2
0,0,2718,12,15,15,16,229,3,0,131,9,15,174,110,0,5,143,309,92,3
0,0,168,1,3,3,1,5,0,0,8,0,0,6,23,0,0,29,25,4,1
0,0,16,0,0,1,0,5,0,0,657,0,0,9,11,0,0,0,678,0,3
0,0,262,1,2,2,18,22,0,0,14,0,0,5,30,0,0,17,42,3,2
0,6467,2319,17,10,27,713,896,19,2,973,23,72,1062,439,0,57,985,1925,220,3
0,0,82,0,2,2,45,48,0,0,2,5,0,1,7,0,1,20,50,0,1
0,0,170,1,3,3,5,18,0,0,16,0,0,8,33,0,0,75,40,4,1
0,0,51,1,3,3,24,28,0,0,8,0,1,8,23,0,1,21,26,5,2
0,0,877,3,5,5,19,118,0,1,648,1,1,22,273,0,10,38,729,13,2
0,0,191,2,3,3,18,40,0,0,25,2,0,11,32,0,0,27,59,7,0
0,0,347,2,3,3,18,40,0,0,25,2,0,11,32,0,0,27,59,7,0
0,0,16,0,0,1,0,5,0,0,730,0,0,10,12,0,0,0,753,0,3
0,0,193,1,3,3,41,54,0,0,14,0,0,11,25,0,0,21,44,5,4
0,0,5362,1,6,6,21,120,0,1,41,0,0,34,47,0,2,56,2021,30,4
0,0,314,6,6,6,19,117,0,1,501,8,7,80,254,0,10,79,585,31,0
0,0,253,1,3,3,27,43,0,0,29,0,0,20,182,0,9,24,59,10,3
0,0,165,1,3,3,21,43,0,0,14,0,0,12,26,0,0,32,44,4,2
0,0,663,1,5,8,2,123,3,0,159,0,1,37,32,0,0,83,339,36,3
0,0,100,2,3,3,20,33,0,0,10,0,3,17,26,0,0,37,33,8,2
0,0,257,4,6,6,69,123,1,1,500,2,0,39,253,0,10,43,577,13,0
0,0,268,3,6,6,28,47,1,1,575,1,2,55,255,0,10,81,655,19,2
0,0,114,1,3,3,28,44,0,0,14,0,1,10,23,0,0,32,45,5,2
3,0,382,8,7,7,70,72,1,1,19,1,3,83,204,0,9,84,97,17,2
0,0,58,1,0,0,1,5,0,0,9,0,0,7,26,0,0,12,23,3,4
0,0,173,1,2,2,16,32,0,0,15,0,0,5,27,0,0,17,37,3,2
0,6432,2187,12,7,25,606,855,19,2,973,21,77,997,409,0,64,933,1884,234,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2
0,0,30,1,3,3,1,0,0,0,8,0,0,5,23,0,6,19,23,3,3
0,0,123,1,3,3,125,22,1,0,11,0,0,97,27,0,0,135,99,3,1
4,43,2240,36,21,38,574,603,10,9,195,18,53,523,257,3,16,484,676,100,4
0,0,598,90,0,9,733,567,10,0,68,10,100,1014,214,2,7,812,855,187,3
4,73,2678,36,17,33,347,396,9,6,169,10,36,454,291,1,17,442,537,94,4
1,5,477,10,6,6,369,261,1,0,23,15,25,273,40,3,1,356,349,35,4
0,0,57,1,3,3,24,28,0,0,8,0,3,12,23,0,0,25,28,7,2
0,0,42,1,2,2,1,3,0,0,9,0,0,3,21,0,0,9,25,3,3
0,0,1552,26,8,11,221,273,3,0,71,7,7,148,72,0,4,199,279,19,3
0,0,90,2,3,3,28,41,0,0,10,0,2,15,26,0,0,35,32,7,2
0,0,101,1,2,2,19,28,0,0,14,0,0,7,23,0,0,16,34,3,2
4,33,1819,20,29,45,487,481,5,6,84,11,62,672,273,1,15,492,515,68,4
0,0,153,1,2,2,15,25,0,0,15,0,0,5,27,0,0,21,37,3,2
0,0,133,1,3,3,34,47,0,0,14,0,0,28,28,0,0,22,44,4,1
0,0,2260,28,37,47,179,590,26,2,372,27,16,350,175,0,11,323,870,123,3
0,0,213,1,3,3,5,12,0,0,10,0,7,22,52,0,0,53,36,11,1
0,0,421,3,5,5,19,138,0,1,771,1,1,22,289,0,10,48,858,13,2
0,0,2944,11,29,48,551,567,10,0,375,17,26,685,296,0,34,720,1144,143,3
0,0,766,16,13,16,139,251,4,8,1284,4,6,110,535,0,12,235,1516,35,4
0,0,120,1,2,2,49,65,0,0,14,0,0,7,23,0,0,24,41,3,2
0,0,120,1,2,2,49,65,0,0,14,0,0,7,23,0,0,24,41,3,2
0,0,296,4,5,5,92,285,0,2,645,1,0,22,371,0,11,30,756,10,4
0,0,23,1,0,0,1,2,0,0,8,0,0,3,21,0,0,11,22,3,1
0,0,1475,1,5,11,27,159,2,0,190,0,2,60,39,1,0,81,376,82,3
2,79,1082,28,28,33,160,324,12,1,1490,17,67,475,787,0,31,473,1883,120,4
1,26,1350,16,12,15,982,586,1,13,1187,7,36,868,343,1,14,946,2109,59,4
0,0,315,4,3,3,64,81,0,1,18,1,0,20,182,0,9,30,54,10,3
0,0,150,2,3,3,4,5,0,0,10,1,0,6,27,0,0,21,30,3,3
0,0,93,1,3,3,26,33,0,0,10,0,3,12,24,0,0,33,32,7,2
0,0,997,9,11,11,252,398,0,6,1464,1,8,129,949,0,11,134,1653,36,3
0,0,57,1,3,3,24,28,0,0,8,0,3,12,23,0,0,25,28,7,2
0,0,420,3,5,5,42,175,0,2,804,1,2,44,502,0,10,72,917,82,3
0,0,379,3,18,28,190,611,4,1,347,1,3,151,745,0,11,223,591,26,4
0,0,56,1,3,3,24,28,0,0,8,0,3,12,23,0,0,25,28,7,2
0,0,55,1,3,3,24,28,0,0,8,0,3,12,23,0,0,25,28,7,2
0,0,329,8,4,4,54,115,0,0,18,7,8,50,58,0,0,52,68,17,0
0,0,351,1,2,2,160,180,0,0,14,0,0,5,30,0,0,35,41,3,1
0,0,185,1,4,4,9,75,0,0,62,0,0,14,73,8,0,157,96,4,3
0,4,321,2,6,15,216,201,1,0,72,0,0,158,34,0,2,348,173,3,1
0,0,152,1,3,3,16,27,0,0,16,0,0,10,24,0,0,20,38,4,2
0,0,471,3,6,6,17,113,0,1,802,1,7,39,292,0,11,72,888,20,2
2,8,2354,54,15,19,1237,1017,4,3,166,579,148,1278,373,76,11,1344,1849,185,4
0,0,203,1,5,6,52,84,0,0,14,0,0,11,36,0,0,57,54,4,0
0,0,217,1,3,3,5,12,0,0,10,0,7,22,54,0,0,53,36,11,1
0,0,95,2,3,3,1,2,0,0,8,1,0,4,21,0,0,11,23,3,3
0,0,363,5,4,6,47,187,2,2,34,2,1,80,237,0,8,137,92,16,0
0,0,158,1,3,3,52,85,1,0,16,0,0,18,23,0,0,33,53,3,1
0,0,137,3,3,3,48,29,1,0,10,0,0,37,28,0,0,65,62,3,1
0,0,304,4,5,6,48,74,0,1,18,1,0,24,188,0,9,30,56,10,3
0,0,205,1,3,3,20,42,0,0,16,0,1,15,27,0,0,29,49,6,2
0,0,199,7,3,3,31,45,0,0,45,0,0,10,36,0,0,22,74,4,2
0,0,55,1,0,0,1,2,0,0,9,0,0,3,21,0,0,11,24,3,1
0,0,167,1,0,0,49,55,0,2,8,0,0,3,24,0,0,27,22,3,0
0,0,38,1,0,0,1,2,0,0,8,0,0,3,21,0,0,15,22,3,0
0,0,60,1,3,3,31,35,0,0,8,0,3,12,23,0,0,25,28,7,2
0,0,264,1,3,3,29,39,0,0,15,0,0,75,64,0,0,81,44,3,1
0,0,597,3,2,2,50,72,1,0,67,2,0,43,212,0,10,60,127,22,4
0,0,748,6,9,11,52,185,3,1,119,5,6,108,219,0,8,129,291,56,1
0,0,1565,7,24,33,156,289,5,0,187,6,4,265,256,0,23,317,506,69,3
0,0,101,2,3,3,20,36,0,0,10,0,3,17,26,0,0,37,33,8,2
0,0,68,1,3,3,20,28,0,0,9,0,1,8,25,0,0,21,28,5,2
0,0,534,1,7,8,33,98,1,0,162,0,15,75,60,25,0,124,290,65,3
0,0,401,4,12,16,215,319,0,0,29,6,10,111,54,0,1,92,109,33,0
0,0,24,1,0,1,2,3,0,0,9,1,0,8,21,0,0,17,27,15,3
0,0,232,1,3,3,5,12,0,0,10,0,8,14033,54,0,0,54,37,12,1
0,0,82,0,2,2,44,47,0,0,2,5,0,1,11,0,1,20,50,0,1
3,21,1011,13,17,18,137,183,5,4,71,12,21,244,105,0,4,190,255,37,4
0,0,174,1,2,2,16,31,0,0,15,0,0,5,27,0,0,17,37,3,2
3,23,1452,22,12,13,592,424,4,5,84,21,43,441,90,2,4,510,582,55,4
0,0,1510,7,24,33,94,285,5,0,187,6,8,210,241,0,15,268,447,74,3
0,0,170,1,3,3,5,18,0,0,16,0,0,8,33,0,0,74,40,4,1
0,4,150,2,0,0,1,11,0,0,13,3,0,22,36,0,0,25,28,3,3
0,0,90,2,3,3,28,41,0,0,10,0,2,15,26,0,0,35,32,7,2
0,0,90,1,3,3,21,28,0,0,10,0,2,10,24,0,0,29,31,6,2
0,0,173,3,3,3,21,32,0,1,17,1,0,20,181,0,8,28,53,10,2
0,0,160,1,3,3,16,23,0,0,16,0,0,7,22,0,0,27,46,3,1
0,0,236,1,2,2,53,106,0,0,14,0,0,6,40,0,0,48,45,13,1
0,0,544,4,12,16,318,427,0,0,24,6,11,105,56,0,0,90,103,39,0
0,0,84,0,2,2,45,48,0,0,2,5,0,1,15,0,1,20,50,0,1
0,0,266,1,2,2,37,41,0,0,14,0,0,5,26,0,0,17,41,3,2
0,0,266,1,2,2,18,22,0,0,14,0,0,5,26,0,0,17,42,3,2
0,0,954,3,5,5,19,128,0,1,720,1,1,22,291,0,10,38,803,13,2
0,0,2515,73,7,14,89,335,93,0,352,1,10,164,236,0,23,441,585,34,3
0,0,320,6,5,9,41,154,4,1,47,8,7,79,74,0,0,78,141,23,0
0,0,216,1,3,3,5,12,0,0,10,0,7,22,52,0,0,53,36,11,1
0,0,51,1,3,3,24,28,0,0,8,0,1,8,23,0,0,21,26,5,2
0,0,113,2,3,3,2,29,0,0,9,0,1,14,57,0,0,35,28,7,1
0,0,3516,19,17,26,1151,545,11,1,347,11,39,1170,351,0,35,1441,1458,144,3
0,344,400,9,6,25,68,210,1,0,78,7,2,108,128,0,0,96,170,15,0
0,0,243,9,7,9,12,109,0,0,15,10,12,106,67,0,1,87,82,41,0
0,0,177,2,2,2,31,45,0,0,35,0,0,9,29,0,0,21,61,3,2
0,0,493,6,8,9,28,165,1,0,157,2,2,58,405,0,10,105,276,29,4
0,0,303,3,3,5,27,73,2,0,32,3,0,17,43,0,0,51,98,4,0
0,0,330,3,4,4,16,46,0,1,19,1,0,23,186,0,14,46,51,11,1
0,0,789,32,21,33,98,190,12,1,215,3,11,212,269,0,9,160,479,81,1
0,0,295,4,7,7,24,62,0,1,518,3,1,27,247,0,10,41,580,16,0
0,0,272,1,2,2,53,106,0,0,14,0,0,6,40,0,0,48,45,13,1
0,0,145,1,3,3,1,21,0,0,50,0,0,6,45,0,0,31,77,4,1
0,0,768,6,6,6,197,265,1,5,499,2,7,86,244,0,10,110,591,21,4
0,0,56,1,0,0,1,2,0,0,9,0,0,3,21,0,0,11,24,3,1
0,0,16,0,0,1,0,5,0,0,729,0,0,10,12,0,0,0,752,0,3
0,0,178,1,2,2,20,29,0,1,14,0,0,8,22,0,0,17,41,7,3
0,0,941,4,6,11,108,739,3,0,146,7,7,509,246,0,0,609,353,42,0
0,3,602,1,5,11,74,103,7,1,109,0,15,96,48,0,1,144,296,36,3
0,0,41,1,0,0,1,2,0,0,8,0,0,3,21,0,0,11,22,3,0
1,10,666,14,5,5,331,238,1,0,36,20,21,247,47,3,1,338,342,26,4
0,4,1216,7,22,30,155,251,4,0,141,6,8,267,254,0,15,269,413,62,3
0,0,328,1,4,5,6,55,1,0,64,0,0,12,31,0,0,52,139,14,1
0,0,879,3,7,7,63,432,0,2,18,1,1,133,300,0,8,131,57,12,3
0,0,677,11,11,14,71,151,2,1,810,5,2,107,269,0,11,161,985,32,0
0,0,37,1,0,0,9,17,0,0,8,0,0,3,22,0,0,15,22,3,0
0,31,498,9,6,8,78,145,2,0,422,12,6,48,61,0,0,44,581,15,1
0,0,885,3,5,5,19,120,0,1,733,1,1,22,281,0,10,38,817,13,2
0,0,160,1,2,2,1,5,0,0,10,0,0,13,28,0,0,26,27,19,1
0,0,548,74,0,6,584,495,8,0,48,6,2,511,159,0,6,641,567,42,3
0,0,157,1,2,2,15,26,0,0,15,0,0,5,27,0,0,21,37,3,2
0,0,185,2,2,2,32,48,0,0,35,0,0,9,32,0,0,25,61,3,2
0,0,131,1,3,3,34,47,0,0,14,0,0,34,28,0,0,22,44,4,1
0,0,156,1,2,2,15,27,0,0,15,0,0,5,27,0,0,21,37,3,2
2,31,1817,24,20,22,577,652,5,5,2678,27,52,567,621,0,15,579,3485,87,4
0,0,170,1,3,3,5,18,0,0,16,0,0,8,33,0,0,74,40,4,1
0,0,260,3,5,5,11,41,0,2,545,1,3,45,270,0,10,72,610,24,1
0,0,154,1,2,2,15,25,0,0,15,0,0,5,27,0,0,21,37,3,2
0,0,86,1,3,3,26,33,0,0,10,0,3,12,24,0,0,33,32,7,2
0,0,485,3,5,5,19,122,0,1,698,1,1,22,280,0,10,40,780,13,2
0,0,1496,7,24,33,156,284,5,0,187,6,8,291,257,0,15,297,512,75,3
0,0,395,3,6,6,17,113,0,1,674,1,7,39,272,0,11,72,758,20,2
0,0,415,3,5,5,19,133,0,1,798,1,1,22,282,0,11,48,891,13,2
0,0,109,1,2,2,28,48,0,0,14,0,0,7,31,0,0,22,41,3,1
0,0,96,1,2,2,29,39,0,0,14,0,0,7,23,1,0,18,34,3,4
0,0,233,11,8,10,21,62,0,0,26,2,18,74,58,0,0,62,120,36,0
4,20,1380,18,7,7,124,132,1,3,46,3,8,128,144,0,4,163,169,25,4
0,0,82,0,2,2,45,48,0,0,2,5,0,1,7,0,1,20,50,0,1
0,0,398,1,2,2,215,250,0,0,26,0,0,5,33,0,0,45,58,3,1
0,0,2904,10,29,48,551,563,10,0,375,18,29,691,296,0,26,723,1147,146,3
0,0,62,1,2,2,27,28,0,0,8,0,0,3,21,0,0,15,23,3,2
0,0,154,1,3,3,16,27,0,0,16,0,0,10,28,0,0,20,38,4,2
0,0,267,3,14,24,73,292,0,1,816,2,2,61,412,0,11,76,969,25,4
0,0,86,0,2,2,44,47,0,0,2,5,0,1,7,0,1,20,50,0,1
0,0,270,3,5,5,96,118,0,0,17,1,0,31,184,0,8,28,50,11,3
0,0,254,1,3,3,29,39,0,0,15,0,0,73,59,0,0,79,44,3,1
0,0,62,1,3,3,30,37,0,0,10,0,2,10,24,0,0,29,31,6,2
0,9,550,8,0,1,3,106,9,0,88,2,7,138,69,0,4,147,221,61,3
0,0,64,1,3,3,1,3,0,0,9,0,0,4,21,0,0,15,25,3,4
0,0,55,1,0,0,26,27,0,0,8,0,0,3,22,0,0,15,22,3,0
0,0,267,1,2,2,18,22,0,0,14,0,0,5,26,0,0,17,42,3,2
0,0,59,1,3,3,24,28,0,0,9,0,2,10,23,0,0,27,29,6,2
2,53,4244,69,23,30,344,381,6,7,199,10,22,537,170,2,8,540,720,72,4
0,0,996,2,0,0,48,61,0,0,12,1,0,15,27,0,0,18,27,3,4
0,0,108,2,0,2,26,29,0,0,10,0,0,11,22,0,0,22,33,16,3
0,0,249,1,2,2,18,22,0,0,14,0,0,5,26,0,0,17,42,3,2
0,0,55,1,3,3,24,28,0,0,8,0,3,12,23,0,0,25,28,7,2
0,0,299,3,6,6,66,283,0,2,70,5,2,47,633,0,11,85,303,17,0
0,0,35,1,2,2,1,2,0,0,8,0,0,3,21,0,0,11,23,3,3
0,0,299,4,7,7,24,62,0,1,492,3,1,27,248,0,10,41,553,16,0
0,0,36,1,2,2,1,2,0,0,8,0,0,3,21,0,0,11,23,3,0
0,0,897,3,7,8,33,118,1,0,1333,2,1,26,227,0,10,49,1455,24,4
0,0,259,1,4,4,28,46,0,0,18,2,0,15,851,8,0,65,46,4,1
0,0,401,5,1,2,72,105,5,0,45,5,3,180,226,0,23,191,145,55,3
0,0,532,10,0,2,9,59,0,0,26,8,6,52,42,0,0,38,73,15,1
0,0,570,19,0,14,48,266,16,0,118,15,2,160,145,0,4,184,309,38,3
0,0,2345,10,25,41,417,436,7,0,259,15,19,523,264,0,25,538,822,100,3
0,32,769,67,17,21,410,394,1,0,45,15,43,548,171,10,25,567,425,70,1
0,0,90,2,3,3,28,41,0,0,10,0,2,15,26,0,0,35,32,7,2
0,0,272,1,2,2,18,22,0,0,14,0,0,5,26,0,0,17,42,3,2
0,0,153,1,3,3,16,29,0,0,16,0,0,10,24,0,0,20,38,4,2
0,0,153,1,3,3,56,46,1,0,18,0,0,27,30,0,6,56,62,3,1
0,0,313,4,7,7,22,66,0,2,491,3,1,27,246,0,10,41,553,16,0
0,0,55,1,3,3,24,28,0,0,8,0,3,12,23,0,0,25,28,7,2
0,0,320,1,3,4,2,45,1,0,58,0,0,14,38,0,9,41,125,14,1
0,0,336,3,3,3,9,13,0,1,13,1,0,18,177,0,8,19,37,10,2
0,0,262,1,2,2,18,22,0,0,14,0,0,5,26,0,0,17,42,3,2
2,9,1319,16,0,7,113,155,3,1,42,5,16,175,71,0,2,117,117,38,4
0,0,139,3,3,3,48,29,1,0,10,0,0,37,28,0,0,65,62,3,1
0,0,88,0,2,2,45,48,0,0,2,5,0,1,15,0,1,20,50,0,2
0,0,329,3,6,6,42,55,0,2,17,1,0,27,177,0,8,22,53,10,3
0,0,40,1,0,0,1,2,0,0,8,0,0,3,21,0,0,11,22,3,0
0,0,251,1,2,2,43,63,0,0,15,0,0,5,27,0,0,31,44,3,2
0,0,230,3,10,14,20,30,1,2,19,1,1,35,38,0,0,56,66,6,3
0,0,348,8,17,26,901,250,6,0,35,9,19,359,98,0,0,354,300,53,0
7,13,686,49,7,7,91,561,4,9,398,3,20,119,777,0,14,159,531,39,4
0,0,252,1,3,3,29,39,0,0,15,0,0,73,59,0,0,79,44,3,1
0,0,68,1,3,3,36,43,0,0,10,0,2,10,24,0,0,35,31,6,2
1,9,1097,3,0,0,237,227,1,5,24,0,9,97,39,0,1,119,112,12,4
0,0,155,1,2,2,15,27,0,0,15,0,0,5,27,0,0,21,37,3,2
1,41,2523,32,20,36,978,332,6,2,155,10,42,957,251,2,15,1091,925,80,4
2,45,1356,11,38,43,268,257,12,4,109,7,29,375,130,0,4,301,350,75,4
1,0,230,4,4,4,73,59,1,0,15,0,7,43,27,0,0,52,76,11,4
0,0,185,1,2,2,34,51,0,0,14,0,0,5,26,0,0,31,42,3,2
0,0,140,2,3,3,4,5,0,0,10,1,0,6,26,0,0,17,29,3,3
5,100,3346,97,26,125,1918,1640,11,64,329,29,167,1638,276,3,20,1699,1911,272,4
0,0,261,1,2,2,18,22,0,0,14,0,0,5,30,0,0,17,42,3,2
0,0,463,3,5,5,29,179,0,2,1039,1,1,22,317,0,10,55,1148,13,2
0,0,260,3,5,5,11,41,0,2,497,1,3,45,264,0,11,72,561,24,1
